"Airport ID","Name","City","Country","IATA","ICAO","Latitude","Longitude","Altitude","Timezone","DST","Tz database time zone","Type","Source","Change","Percentage","Increase/Decrease"
346,"Munich Airport","Munich","Germany","MUC","EDDM",48.353802,11.7861,1487,"1","E","Europe/Berlin","airport","OurAirports",36.567702000000004,-117.10474712044359,"Increase"
347,"Nuremberg Airport","Nuernberg","Germany","NUE","EDDN",49.498699,11.078056,1046,"1","E","Europe/Berlin","airport","OurAirports",38.420643,-110.00436499333932,"Increase"
348,"Leipzig/Halle Airport","Leipzig","Germany","LEJ","EDDP",51.423889,12.236388999999999,465,"1","E","Europe/Berlin","airport","OurAirports",39.1875,-121.60184145092974,"Increase"
349,"SaarbrÃ¼cken Airport","Saarbruecken","Germany","SCN","EDDR",49.2145996094,7.10950994492,1058,"1","E","Europe/Berlin","airport","OurAirports",42.10508966448,-70.23955881697594,"Increase"
350,"Stuttgart Airport","Stuttgart","Germany","STR","EDDS",48.6898994446,9.22196006775,1276,"1","E","Europe/Berlin","airport","OurAirports",39.46793937685,-91.40900258986672,"Increase"
351,"Berlin-Tegel Airport","Berlin","Germany","TXL","EDDT",52.5597,13.2877,122,"1","E","Europe/Berlin","airport","OurAirports",39.272,-132.12981156475396,"Increase"
352,"Hannover Airport","Hannover","Germany","HAJ","EDDV",52.461101532,9.68507957458,183,"1","E","Europe/Berlin","airport","OurAirports",42.77602195742,-96.03541023714217,"Increase"
353,"Bremen Airport","Bremen","Germany","BRE","EDDW",53.0475006104,8.78666973114,14,"1","E","Europe/Berlin","airport","OurAirports",44.26083087926,-87.03233508188937,"Increase"
354,"Frankfurt-Egelsbach Airport","Egelsbach","Germany","QEF","EDFE",49.959998999999996,8.645833,384,"1","E","Europe/Berlin","airport","OurAirports",41.314166,-85.63138510754713,"Increase"
355,"Frankfurt-Hahn Airport","Hahn","Germany","HHN","EDFH",49.9487,7.263889999999999,1649,"1","E","Europe/Berlin","airport","OurAirports",42.684810000000006,-71.78432700811031,"Increase"
356,"Mannheim-City Airport","Mannheim","Germany","MHG","EDFM",49.473057,8.514167,308,"1","E","Europe/Berlin","airport","OurAirports",40.95889,-84.31376704668139,"Increase"
357,"Allendorf/Eder Airport","Allendorf","Germany","\N","EDFQ",51.03499984741211,8.680832862854004,1158,"1","E","Europe/Berlin","airport","OurAirports",42.354166984558105,-85.97842430579699,"Increase"
358,"Worms Airport","Worms","Germany","\N","EDFV",49.606945,8.368333,295,"1","E","Europe/Berlin","airport","OurAirports",41.238612,-82.85202277074006,"Increase"
359,"Mainz-Finthen Airport","Mainz","Germany","\N","EDFZ",49.967499,8.147222,525,"1","E","Europe/Berlin","airport","OurAirports",41.820277,-80.63527042603792,"Increase"
360,"Eisenach-Kindel Airport","Eisenach","Germany","EIB","EDGE",50.991603999999995,10.47973,1112,"1","E","Europe/Berlin","airport","OurAirports",40.51187399999999,-104.00281873598642,"Increase"
361,"Siegerland Airport","Siegerland","Germany","SGE","EDGS",50.70769882202149,8.082969665527344,1966,"1","E","Europe/Berlin","airport","OurAirports",42.62472915649415,-79.98909985938842,"Increase"
362,"Hamburg-Finkenwerder Airport","Hamburg","Germany","XFW","EDHI",53.5352783203125,9.835556030273438,23,"1","E","Europe/Berlin","airport","OurAirports",43.69972229003906,-97.53928132443946,"Increase"
363,"Kiel-Holtenau Airport","Kiel","Germany","KEL","EDHK",54.37944412231445,10.145277976989746,102,"1","E","Europe/Berlin","airport","OurAirports",44.23416614532471,-100.639344346655,"Increase"
364,"LÃ¼beck Blankensee Airport","Luebeck","Germany","LBC","EDHL",53.805400848400005,10.7192001343,53,"1","E","Europe/Berlin","airport","OurAirports",43.0862007141,-106.3912229818184,"Increase"
365,"Flugplatz Dahlemer Binz","Dahlemer Binz","Germany","\N","EDKV",50.405555725,6.528889179199999,1896,"1","E","Europe/Berlin","airport","OurAirports",43.8766665458,-64.41841896584606,"Increase"
366,"Meinerzhagen Airport","Meinerzhagen","Germany","\N","EDKZ",51.099998474121094,7.5999999046325675,1549,"1","E","Europe/Berlin","airport","OurAirports",43.499998569488525,-75.14872703324491,"Increase"
367,"Arnsberg-Menden Airport","Arnsberg","Germany","\N","EDLA",51.48389053344727,7.8983330726623535,794,"1","E","Europe/Berlin","airport","OurAirports",43.58555746078492,-78.13674440594777,"Increase"
368,"Essen Mulheim Airport","Essen","Germany","ESS","EDLE",51.40230178833008,6.9373297691345215,424,"1","E","Europe/Berlin","airport","OurAirports",44.46497201919556,-68.50825915275412,"Increase"
369,"Bielefeld Airport","Bielefeld","Germany","BFE","EDLI",51.964721999999995,8.544444,454,"1","E","Europe/Berlin","airport","OurAirports",43.420277999999996,-84.60886778237128,"Increase"
370,"MÃ¶nchengladbach Airport","Moenchengladbach","Germany","MGL","EDLN",51.230278000000006,6.504444,125,"1","E","Europe/Berlin","airport","OurAirports",44.725834000000006,-64.17140483903523,"Increase"
371,"Paderborn Lippstadt Airport","Paderborn","Germany","PAD","EDLP",51.614101409899995,8.616319656369999,699,"1","E","Europe/Berlin","airport","OurAirports",42.99778175352999,-85.3301338816229,"Increase"
372,"Stadtlohn-Vreden Airport","Stadtlohn","Germany","\N","EDLS",51.99583435058594,6.840556144714356,157,"1","E","Europe/Berlin","airport","OurAirports",45.15527820587158,-67.53712114284133,"Increase"
373,"Dortmund Airport","Dortmund","Germany","DTM","EDLW",51.518299102799986,7.61223983765,425,"1","E","Europe/Berlin","airport","OurAirports",43.906059265149985,-75.27015635706648,"Increase"
374,"Augsburg Airport","Augsburg","Germany","AGB","EDMA",48.425278000000006,10.931667,1516,"1","E","Europe/Berlin","airport","OurAirports",37.49361100000001,-108.5424129890232,"Increase"
375,"Biberach a.d. RiÃŸ Airfield","Biberach","Germany","\N","EDMB",48.111111,9.762777999999999,1903,"1","E","Europe/Berlin","airport","OurAirports",38.348333000000004,-96.8307014831476,"Increase"
376,"Eggenfelden Airport","Eggenfelden","Germany","\N","EDME",48.39611053466797,12.723610877990724,1342,"1","E","Europe/Berlin","airport","OurAirports",35.672499656677246,-126.4990144295023,"Increase"
377,"Mindelheim-Mattsies Airfield","Mindelheim","Germany","\N","EDMN",48.106945,10.525,1857,"1","E","Europe/Berlin","airport","OurAirports",37.581945000000005,-104.46878337940603,"Increase"
378,"Oberpfaffenhofen Airport","Oberpfaffenhofen","Germany","OBF","EDMO",48.081402000000004,11.2831,1947,"1","E","Europe/Berlin","airport","OurAirports",36.79830200000001,-112.06566661808237,"Increase"
379,"Straubing Airport","Straubing","Germany","RBM","EDMS",48.90083312988281,12.516667366027832,1047,"1","E","Europe/Berlin","airport","OurAirports",36.38416576385498,-124.42263386718896,"Increase"
380,"Vilshofen Airport","Vilshofen","Germany","\N","EDMV",48.6349983215332,13.195555686950685,991,"1","E","Europe/Berlin","airport","OurAirports",35.43944263458252,-131.22687497667965,"Increase"
381,"Leutkirch-Unterzeil Airport","Leutkirch","Germany","\N","EDNL",47.85889053344727,10.014166831970217,2100,"1","E","Europe/Berlin","airport","OurAirports",37.84472370147706,-99.35091192565186,"Increase"
382,"Friedrichshafen Airport","Friedrichshafen","Germany","FDH","EDNY",47.671298980699994,9.511489868160002,1367,"1","E","Europe/Berlin","airport","OurAirports",38.15980911253999,-94.31442103722138,"Increase"
383,"Schwerin Parchim Airport","Parchim","Germany","SZW","EDOP",53.426998,11.7834,166,"1","E","Europe/Berlin","airport","OurAirports",41.643598,-117.05455141484835,"Increase"
384,"Stendal-Borstel Airport","Stendal","Germany","\N","EDOV",52.62888717651367,11.818611145019533,184,"1","E","Europe/Berlin","airport","OurAirports",40.81027603149414,-117.41067654702857,"Increase"
385,"Aalen-Heidenheim/Elchingen Airport","Aalen-heidenheim","Germany","\N","EDPA",48.77777862548828,10.264721870422363,1916,"1","E","Europe/Berlin","airport","OurAirports",38.51305675506592,-101.85765718993726,"Increase"
386,"Bayreuth Airport","Bayreuth","Germany","BYU","EDQD",49.985001000000004,11.64,1601,"1","E","Europe/Berlin","airport","OurAirports",38.345001,-115.6328698562995,"Increase"
387,"Burg Feuerstein Airport","Burg Feuerstein","Germany","URD","EDQE",49.794166564940994,11.133610725402999,1673,"1","E","Europe/Berlin","airport","OurAirports",38.66055583953799,-110.55969992549048,"Increase"
388,"Hof-Plauen Airport","Hof","Germany","HOQ","EDQM",50.288612365722656,11.856389045715332,1959,"1","E","Europe/Berlin","airport","OurAirports",38.432223320007324,-117.79965733334967,"Increase"
389,"HaÃŸfurt-Schweinfurt Airport","Hassfurt","Germany","\N","EDQT",50.0180549621582,10.529443740844727,719,"1","E","Europe/Berlin","airport","OurAirports",39.48861122131348,-104.50495026723017,"Increase"
390,"Koblenz-Winningen Airfield","Koblenz","Germany","\N","EDRK",50.325558,7.528611,640,"1","E","Europe/Berlin","airport","OurAirports",42.796947,-74.43570816242871,"Increase"
391,"Trier-FÃ¶hren Airport","Trier","Germany","\N","EDRT",49.863888,6.7875,666,"1","E","Europe/Berlin","airport","OurAirports",43.076388,-67.0111205528137,"Increase"
392,"Speyer Airfield","Speyer","Germany","\N","EDRY",49.304722,8.451389,312,"1","E","Europe/Berlin","airport","OurAirports",40.853333,-83.68530135082356,"Increase"
393,"ZweibrÃ¼cken Airport","Zweibruecken","Germany","ZQW","EDRZ",49.2094,7.4005600000000005,1132,"1","E","Europe/Berlin","airport","OurAirports",41.808840000000004,-73.15598915329186,"Increase"
394,"Donaueschingen-Villingen Airport","Donaueschingen","Germany","ZQL","EDTD",47.97333145139999,8.52222156525,2231,"1","E","Europe/Berlin","airport","OurAirports",39.45110988614999,-84.39986063373053,"Increase"
395,"Freiburg i. Br. Airport","Freiburg","Germany","\N","EDTF",48.022777557400005,7.832499980930001,801,"1","E","Europe/Berlin","airport","OurAirports",40.19027757647,-77.48809949614274,"Increase"
396,"Mengen-Hohentengen Airport","Mengen","Germany","\N","EDTM",48.05389022827149,9.372777938842773,1818,"1","E","Europe/Berlin","airport","OurAirports",38.68111228942872,-92.9228266134145,"Increase"
397,"Adolf WÃ¼rth Airport","Schwaebisch Hall","Germany","\N","EDTY",49.1183319092,9.783888816829998,1299,"1","E","Europe/Berlin","airport","OurAirports",39.33444309237,-97.03807833695059,"Increase"
398,"Finsterwalde/Schacksdorf Airport","Soest","Germany","\N","EDUS",51.607498,13.743610999999998,384,"1","E","Europe/Berlin","airport","OurAirports",37.863887000000005,-136.70242035280958,"Increase"
399,"Braunschweig-Wolfsburg Airport","Braunschweig","Germany","BWE","EDVE",52.319199,10.5561,295,"1","E","Europe/Berlin","airport","OurAirports",41.763099,-104.76276341002469,"Increase"
400,"Kassel-Calden Airport","Kassel","Germany","KSF","EDVK",51.417273,9.384967,820,"1","E","Europe/Berlin","airport","OurAirports",42.032306000000005,-93.03219556879087,"Increase"
401,"Hildesheim Airport","Hildesheim","Germany","\N","EDVM",52.18138885498047,9.946389198303224,292,"1","E","Europe/Berlin","airport","OurAirports",42.234999656677246,-98.65450379725485,"Increase"
402,"Bremerhaven Airport","Bremerhaven","Germany","BRV","EDWB",53.50694300000001,8.572778,10,"1","E","Europe/Berlin","airport","OurAirports",44.93416500000001,-84.88799804871192,"Increase"
403,"Emden Airport","Emden","Germany","EME","EDWE",53.391109,7.2275,3,"1","E","Europe/Berlin","airport","OurAirports",46.163609,-71.41036898062934,"Increase"
404,"Leer-Papenburg Airport","Leer","Germany","\N","EDWF",53.27194213867188,7.441667079925537,3,"1","E","Europe/Berlin","airport","OurAirports",45.830275058746345,-73.5563628544193,"Increase"
405,"Wilhelmshaven-Mariensiel Airport","Wilhelmshaven","Germany","WVN","EDWI",53.502220153808594,8.05222225189209,16,"1","E","Europe/Berlin","airport","OurAirports",45.449997901916504,-79.67272510047253,"Increase"
406,"Borkum Airport","Borkum","Germany","BMK","EDWR",53.59639,6.709167,3,"1","E","Europe/Berlin","airport","OurAirports",46.887223,-66.21684945704925,"Increase"
407,"Norderney Airport","Norderney","Germany","NRD","EDWY",53.70694351196289,7.230000019073486,7,"1","E","Europe/Berlin","airport","OurAirports",46.476943492889404,-71.43461965604595,"Increase"
408,"Flensburg-SchÃ¤ferhaus Airport","Flensburg","Germany","FLF","EDXF",54.77333450317383,9.378889083862305,131,"1","E","Europe/Berlin","airport","OurAirports",45.39444541931152,-92.96012177004131,"Increase"
409,"Rendsburg-Schachtholm Airport","Rendsburg","Germany","\N","EDXR",54.22000122070313,9.599444389343262,23,"1","E","Europe/Berlin","airport","OurAirports",44.62055683135987,-95.17149007884801,"Increase"
410,"Westerland Sylt Airport","Westerland","Germany","GWT","EDXW",54.9132003784,8.34047031403,51,"1","E","Europe/Berlin","airport","OurAirports",46.57273006437,-82.5565877555939,"Increase"
411,"Ã„mari Air Base","Armari Air Force Base","Estonia","\N","EEEI",59.26029968261719,24.208499908447266,65,"2","E","Europe/Tallinn","airport","OurAirports",35.05179977416992,-241.49351034813657,"Increase"
412,"KÃ¤rdla Airport","Kardla","Estonia","KDL","EEKA",58.99079895019531,22.830699920654297,18,"2","E","Europe/Tallinn","airport","OurAirports",36.160099029541016,-227.69402057812889,"Increase"
413,"Kuressaare Airport","Kuressaare","Estonia","URE","EEKE",58.22990036010742,22.50950050354004,14,"2","E","Europe/Tallinn","airport","OurAirports",35.72039985656738,-224.48156761518047,"Increase"
414,"PÃ¤rnu Airport","Parnu","Estonia","EPU","EEPU",58.41899871826172,24.47279930114746,47,"2","E","Europe/Tallinn","airport","OurAirports",33.94619941711426,-244.1469115112451,"Increase"
415,"Lennart Meri Tallinn Airport","Tallinn-ulemiste International","Estonia","TLL","EETN",59.41329956049999,24.8327999115,131,"2","E","Europe/Tallinn","airport","OurAirports",34.58049964899999,-247.74596613745453,"Increase"
416,"Tartu Airport","Tartu","Estonia","TAY","EETU",58.30749893189999,26.6903991699,219,"2","E","Europe/Tallinn","airport","OurAirports",31.61709976199999,-266.36174412636916,"Increase"
417,"Enontekio Airport","Enontekio","Finland","ENF","EFET",68.36260223388699,23.424299240112,1005,"2","E","Europe/Helsinki","airport","OurAirports",44.93830299377499,-233.58564025937397,"Increase"
418,"Eura Airport","Eura","Finland","\N","EFEU",61.1161003112793,22.201400756835934,259,"2","E","Europe/Helsinki","airport","OurAirports",38.91469955444336,-221.37727355954266,"Increase"
419,"Halli Airport","Halli","Finland","KEV","EFHA",61.856039,24.786686,479,"2","E","Europe/Helsinki","airport","OurAirports",37.06935300000001,-247.2675757005317,"Increase"
420,"Helsinki Malmi Airport","Helsinki","Finland","HEM","EFHF",60.254600524902344,25.04280090332031,57,"2","E","Europe/Helsinki","airport","OurAirports",35.21179962158203,-249.84362544564567,"Increase"
421,"Helsinki Vantaa Airport","Helsinki","Finland","HEL","EFHK",60.317199707031,24.963300704956,179,"2","E","Europe/Helsinki","airport","OurAirports",35.353899002074996,-249.04687408626273,"Increase"
422,"Hameenkyro Airport","Hameenkyro","Finland","\N","EFHM",61.68970108032226,23.073699951171875,449,"2","E","Europe/Helsinki","airport","OurAirports",38.61600112915038,-230.11102790782218,"Increase"
423,"Hanko Airport","Hanko","Finland","\N","EFHN",59.848899841308594,23.083599090576172,20,"2","E","Europe/Helsinki","airport","OurAirports",36.76530075073242,-230.2216888743423,"Increase"
424,"HyvinkÃ¤Ã¤ Airfield","Hyvinkaa","Finland","HYV","EFHV",60.6543998718,24.881099700900002,430,"2","E","Europe/Helsinki","airport","OurAirports",35.7733001709,-248.22120797066955,"Increase"
425,"Kiikala Airport","Kikala","Finland","\N","EFIK",60.4625015259,23.652500152600002,381,"2","E","Europe/Helsinki","airport","OurAirports",36.8100013733,-235.91619440680512,"Increase"
426,"Immola Airport","Immola","Finland","\N","EFIM",61.24919891357422,28.90369987487793,338,"2","E","Europe/Helsinki","airport","OurAirports",32.34549903869629,-288.50890206159914,"Increase"
427,"Kitee Airport","Kitee","Finland","KTQ","EFIT",62.1661,30.073601,364,"2","E","Europe/Helsinki","airport","OurAirports",32.092499000000004,-300.2197720664639,"Increase"
428,"Ivalo Airport","Ivalo","Finland","IVL","EFIV",68.607299804688,27.405300140380998,481,"2","E","Europe/Helsinki","airport","OurAirports",41.201999664306996,-273.45245306884266,"Increase"
429,"Joensuu Airport","Joensuu","Finland","JOE","EFJO",62.662899017334006,29.607500076294,398,"2","E","Europe/Helsinki","airport","OurAirports",33.05539894104001,-295.547489277525,"Increase"
430,"Jyvaskyla Airport","Jyvaskyla","Finland","JYV","EFJY",62.399501800537,25.678300857544,459,"2","E","Europe/Helsinki","airport","OurAirports",36.72120094299301,-256.1945230926492,"Increase"
431,"Kauhava Airport","Kauhava","Finland","KAU","EFKA",63.127102,23.051399,151,"2","E","Europe/Helsinki","airport","OurAirports",40.075703000000004,-229.87914851781062,"Increase"
432,"Kemi-Tornio Airport","Kemi","Finland","KEM","EFKE",65.778701782227,24.582099914551,61,"2","E","Europe/Helsinki","airport","OurAirports",41.196601867676,-245.19470825269087,"Increase"
433,"Kajaani Airport","Kajaani","Finland","KAJ","EFKI",64.285499572754,27.692399978638,483,"2","E","Europe/Helsinki","airport","OurAirports",36.593099594116005,-276.35477189148435,"Increase"
434,"Kauhajoki Airport","Kauhajoki","Finland","KHJ","EFKJ",62.4625015259,22.3931007385,407,"2","E","Europe/Helsinki","airport","OurAirports",40.0694007874,-223.28951209088683,"Increase"
435,"Kokkola-Pietarsaari Airport","Kruunupyy","Finland","KOK","EFKK",63.721199035645,23.143100738525,84,"2","E","Europe/Helsinki","airport","OurAirports",40.57809829712,-230.79420049976716,"Increase"
436,"Kemijarvi Airport","Kemijarvi","Finland","\N","EFKM",66.712898,27.156799,692,"2","E","Europe/Helsinki","airport","OurAirports",39.556098999999996,-270.97505969437907,"Increase"
437,"Kuusamo Airport","Kuusamo","Finland","KAO","EFKS",65.98760223388699,29.239400863647,866,"2","E","Europe/Helsinki","airport","OurAirports",36.74820137023999,-291.837113096608,"Increase"
438,"KittilÃ¤ Airport","Kittila","Finland","KTT","EFKT",67.700996398926,24.846799850464002,644,"2","E","Europe/Helsinki","airport","OurAirports",42.85419654846199,-247.83500639480542,"Increase"
439,"Kuopio Airport","Kuopio","Finland","KUO","EFKU",63.007099151611,27.797800064087,323,"2","E","Europe/Helsinki","airport","OurAirports",35.209299087524,-277.4191858475909,"Increase"
440,"Lahti Vesivehmaa Airport","Vesivehmaa","Finland","QLF","EFLA",61.144199,25.693501,502,"2","E","Europe/Helsinki","airport","OurAirports",35.450698,-256.3552215886742,"Increase"
441,"Lappeenranta Airport","Lappeenranta","Finland","LPP","EFLP",61.044601,28.144743,349,"2","E","Europe/Helsinki","airport","OurAirports",32.899858,-280.9084821248226,"Increase"
442,"Mariehamn Airport","Mariehamn","Finland","MHQ","EFMA",60.122200012207,19.898199081421,17,"2","E","Europe/Mariehamn","airport","OurAirports",40.224000930786005,-198.31295340502308,"Increase"
443,"Menkijarvi Airport","Menkijarvi","Finland","\N","EFME",62.94670104980469,23.51889991760254,331,"2","E","Europe/Helsinki","airport","OurAirports",39.42780113220215,-234.56263114601526,"Increase"
444,"Mikkeli Airport","Mikkeli","Finland","MIK","EFMI",61.6866,27.201798999999998,329,"2","E","Europe/Helsinki","airport","OurAirports",34.484801000000004,-271.45895771421993,"Increase"
445,"Nummela Airport","Nummela","Finland","\N","EFNU",60.3339004517,24.2964000702,367,"2","E","Europe/Helsinki","airport","OurAirports",36.0375003815,-242.366699680324,"Increase"
446,"Oulu Airport","Oulu","Finland","OUL","EFOU",64.930099487305,25.354600906372,47,"2","E","Europe/Helsinki","airport","OurAirports",39.575498580933,-252.93649977768123,"Increase"
447,"Piikajarvi Airport","Piikajarvi","Finland","\N","EFPI",61.24560165405274,22.19339942932129,148,"2","E","Europe/Helsinki","airport","OurAirports",39.05220222473145,-221.29636152987882,"Increase"
448,"Pori Airport","Pori","Finland","POR","EFPO",61.461700439453004,21.799999237061,44,"2","E","Europe/Helsinki","airport","OurAirports",39.661701202392,-217.35468479013616,"Increase"
449,"PudasjÃ¤rvi Airport","Pudasjarvi","Finland","\N","EFPU",65.4021987915,26.9468994141,397,"2","E","Europe/Helsinki","airport","OurAirports",38.455299377399996,-268.88101238980545,"Increase"
450,"PyhÃ¤salmi Airport","Pyhasalmi","Finland","\N","EFPY",63.7318992615,25.9263000488,528,"2","E","Europe/Helsinki","airport","OurAirports",37.805599212699995,-258.66980305232374,"Increase"
451,"Raahe Pattijoki Airport","Pattijoki","Finland","\N","EFRH",64.6881027222,24.6958007812,118,"2","E","Europe/Helsinki","airport","OurAirports",39.992301941,-246.3397750882371,"Increase"
452,"Rantasalmi Airport","Rantasalmi","Finland","\N","EFRN",62.0654983521,28.3565006256,292,"2","E","Europe/Helsinki","airport","OurAirports",33.7089977265,-283.0218865095788,"Increase"
453,"Rovaniemi Airport","Rovaniemi","Finland","RVN","EFRO",66.564796447754,25.830400466919,642,"2","E","Europe/Helsinki","airport","OurAirports",40.734395980835004,-257.69205363569125,"Increase"
454,"Rayskala Airport","Rayskala","Finland","\N","EFRY",60.74470138549805,24.107799530029297,407,"2","E","Europe/Helsinki","airport","OurAirports",36.63690185546875,-240.4748661216184,"Increase"
455,"Savonlinna Airport","Savonlinna","Finland","SVL","EFSA",61.943099975586,28.945100784302,311,"2","E","Europe/Helsinki","airport","OurAirports",32.997999191284,-288.91829315479333,"Increase"
456,"Selanpaa Airport","Selanpaa","Finland","\N","EFSE",61.062400817871094,26.79890060424805,417,"2","E","Europe/Helsinki","airport","OurAirports",34.26350021362305,-267.42788332613304,"Increase"
457,"Sodankyla Airport","Sodankyla","Finland","SOT","EFSO",67.3949966431,26.619100570700002,602,"2","E","Europe/Helsinki","airport","OurAirports",40.7758960724,-265.5859771721915,"Increase"
458,"Tampere-Pirkkala Airport","Tampere","Finland","TMP","EFTP",61.414100646973,23.604400634766,390,"2","E","Europe/Helsinki","airport","OurAirports",37.809700012206996,-235.42835457365538,"Increase"
459,"Teisko Airport","Teisko","Finland","\N","EFTS",61.7733,24.026999999999997,515,"2","E","Europe/Helsinki","airport","OurAirports",37.746300000000005,-239.65895445119492,"Increase"
460,"Turku Airport","Turku","Finland","TKU","EFTU",60.514099121094,22.262800216675,161,"2","E","Europe/Helsinki","airport","OurAirports",38.251298904419,-221.99589660027905,"Increase"
461,"Utti Air Base","Utti","Finland","UTI","EFUT",60.89640045165999,26.938400268555004,339,"2","E","Europe/Helsinki","airport","OurAirports",33.958000183104986,-268.8263670957411,"Increase"
462,"Vaasa Airport","Vaasa","Finland","VAA","EFVA",63.050701141357,21.762199401855,19,"2","E","Europe/Helsinki","airport","OurAirports",41.288501739502,-216.9671479820732,"Increase"
463,"Varkaus Airport","Varkaus","Finland","VRK","EFVR",62.171100616455,27.868600845337,286,"2","E","Europe/Helsinki","airport","OurAirports",34.302499771118,-278.1342649675544,"Increase"
464,"Ylivieska Airfield","Ylivieska-raudaskyla","Finland","YLI","EFYL",64.0547222,24.7252778,252,"2","E","Europe/Helsinki","airport","OurAirports",39.3294444,-246.63878042028682,"Increase"
465,"Belfast International Airport","Belfast","United Kingdom","BFS","EGAA",54.6575012207,-6.21582984924,268,"0","E","Europe/London","airport","OurAirports",60.87333106994,63.27202176387086,"Increase"
466,"St Angelo Airport","Enniskillen","United Kingdom","ENK","EGAB",54.39889907836914,-7.651669979095459,155,"0","E","Europe/London","airport","OurAirports",62.0505690574646,77.65735833568124,"Increase"
467,"George Best Belfast City Airport","Belfast","United Kingdom","BHD","EGAC",54.61809921264648,-5.872499942779541,15,"0","E","Europe/London","airport","OurAirports",60.49059915542602,59.83251873050706,"Increase"
468,"City of Derry Airport","Londonderry","United Kingdom","LDY","EGAE",55.04280090332031,-7.161109924316406,22,"0","E","Europe/London","airport","OurAirports",62.20391082763672,72.74119999760958,"Increase"
469,"Birmingham International Airport","Birmingham","United Kingdom","BHX","EGBB",52.4538993835,-1.7480299472799998,327,"0","E","Europe/London","airport","OurAirports",54.201929330780004,18.513624544297542,"Increase"
470,"Coventry Airport","Coventry","United Kingdom","CVT","EGBE",52.3697013855,-1.47971999645,267,"0","E","Europe/London","airport","OurAirports",53.84942138195,15.825455233430361,"Increase"
471,"Leicester Airport","Leicester","United Kingdom","\N","EGBG",52.6077995300293,-1.0319399833679201,469,"0","E","Europe/London","airport","OurAirports",53.63973951339722,11.339015555921659,"Increase"
472,"Gloucestershire Airport","Golouchestershire","United Kingdom","GLO","EGBJ",51.89419937133789,-2.1672201156616206,101,"0","E","Europe/London","airport","OurAirports",54.06141948699951,22.713963437216275,"Increase"
474,"Wolverhampton Halfpenny Green Airport","Halfpenny Green","United Kingdom","\N","EGBO",52.51750183105469,-2.2594399452209477,283,"0","E","Europe/London","airport","OurAirports",54.776941776275635,23.637422061176853,"Increase"
475,"Cotswold Airport","Pailton","United Kingdom","GBA","EGBP",51.668095,-2.05694,433,"0","E","Europe/London","airport","OurAirports",53.725035,21.609210641363884,"Increase"
476,"Turweston Airport","Turweston","United Kingdom","\N","EGBT",52.0407981873,-1.09555995464,448,"0","E","Europe/London","airport","OurAirports",53.13635814194,11.9766514901211,"Increase"
477,"Wellesbourne Mountford Airport","Wellesbourne","United Kingdom","\N","EGBW",52.19219970703125,-1.6144399642944336,159,"0","E","Europe/London","airport","OurAirports",53.806639671325684,17.17533223389388,"Increase"
478,"Manchester Airport","Manchester","United Kingdom","MAN","EGCC",53.35369873046875,-2.2749500274658203,257,"0","E","Europe/London","airport","OurAirports",55.62864875793457,23.792139305908094,"Increase"
479,"Manchester Woodford Airport","Woodfort","United Kingdom","\N","EGCD",53.3381,-2.14889,295,"0","E","Europe/London","airport","OurAirports",55.48699,22.52918808675225,"Increase"
480,"Royal Marines Base Chivenor Airport","Chivenor","United Kingdom","\N","EGDC",51.08720016479492,-4.150340080261231,27,"0","E","Europe/London","airport","OurAirports",55.23754024505615,42.58464111460579,"Increase"
481,"Newquay Cornwall Airport","Newquai","United Kingdom","NQY","EGHQ",50.44060134887695,-4.995409965515137,390,"0","E","Europe/London","airport","OurAirports",55.43601131439209,51.05313515100051,"Increase"
482,"RAF Lyneham","Lyneham","United Kingdom","LYE","EGDL",51.5051,-1.99343,513,"0","E","Europe/London","airport","OurAirports",53.49853,20.97300354586245,"Increase"
483,"MoD Boscombe Down Airport","Boscombe Down","United Kingdom","\N","EGDM",51.152198791503906,-1.7474100589752195,407,"0","E","Europe/London","airport","OurAirports",52.899608850479126,18.508261585765243,"Increase"
484,"RNAS Culdrose","Culdrose","United Kingdom","\N","EGDR",50.08610153198242,-5.2557101249694815,267,"0","E","Europe/London","airport","OurAirports",55.341811656951904,53.66203475348556,"Increase"
485,"MoD St. Athan","St. Athan","United Kingdom","\N","EGDX",51.4048,-3.43575,163,"0","E","Europe/London","airport","OurAirports",54.84055,35.42433714361305,"Increase"
486,"RNAS Yeovilton","Yeovilton","United Kingdom","YEO","EGDY",51.0093994140625,-2.638819932937622,75,"0","E","Europe/London","airport","OurAirports",53.64821934700012,27.439931362359346,"Increase"
487,"Haverfordwest Airport","Haverfordwest","United Kingdom","HAW","EGFE",51.83309936523438,-4.9611101150512695,159,"0","E","Europe/London","airport","OurAirports",56.79420948028565,50.70681431788657,"Increase"
488,"Cardiff International Airport","Cardiff","United Kingdom","CWL","EGFF",51.39670181274414,-3.343329906463623,220,"0","E","Europe/London","airport","OurAirports",54.740031719207764,34.498348567591584,"Increase"
489,"Swansea Airport","Swansea","United Kingdom","SWS","EGFH",51.60530090332031,-4.0678300857543945,299,"0","E","Europe/London","airport","OurAirports",55.67313098907471,41.757126676104235,"Increase"
490,"Bristol Airport","Bristol","United Kingdom","BRS","EGGD",51.382702,-2.71909,622,"0","E","Europe/London","airport","OurAirports",54.101792,28.24381839265284,"Increase"
